DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationType,MonitoringLocationWaterbody,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-21,,,,,,Probe/Sensor,Specific conductance,,,239.87,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-21,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,8.48,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-21,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,94.7,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-21,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,-16.1,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-21,,,,,,Probe/Sensor,pH,,,8.15,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-21,,,,,,Probe/Sensor,Salinity,,,0.123333333,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-21,,,,,,Probe/Sensor,"Temperature, water",,,20.4,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-22,,,,,,Probe/Sensor,Specific conductance,,,210.63,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-22,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,8.29,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-22,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,91.43,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-22,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,-32.93,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-22,,,,,,Probe/Sensor,pH,,,8.08,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-22,,,,,,Probe/Sensor,Salinity,,,0.116666667,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-22,,,,,,Probe/Sensor,"Temperature, water",,,19.7,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-22,,,,,,Probe/Sensor,Specific conductance,,,176.67,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-22,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,7.26,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-22,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,77.97,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-22,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,-38.83,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-22,,,,,,Probe/Sensor,pH,,,7.86,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-22,,,,,,Probe/Sensor,Salinity,,,0.09,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-22,,,,,,Probe/Sensor,"Temperature, water",,,19.8,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-29,,,,,,Probe/Sensor,Specific conductance,,,260.63,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-29,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,8.9,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-29,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,97.3,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-29,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,4.42,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-29,,,,,,Probe/Sensor,pH,,,8.12,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-29,,,,,,Probe/Sensor,Salinity,,,0.14,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-29,,,,,,Probe/Sensor,"Temperature, water",,,19.57,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,Specific conductance,,,244.57,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,9.01,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,97,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,-5.77,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,pH,,,8.14,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,Salinity,,,0.13,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,"Temperature, water",,,18.4,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,Specific conductance,,,94.5,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,8.37,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,81.23,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,-19.1,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,pH,,,7.69,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,Salinity,,,0.053333333,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Keane Creek,58.4746929,-110.8225329,NAD27,River/Stream,Keane Creek,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,"Temperature, water",,,15.6,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,Specific conductance,,,159.73,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,9.09,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,95.47,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,-21.4,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,pH,,,7.91,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,Salinity,,,0.086666667,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Richardson River,58.42410075,-111.2429624,NAD27,River/Stream,Richardson River,Field Msr/Obs-Portable Data Logger,Surface water,2012-08-30,,,,,,Probe/Sensor,"Temperature, water",,,16.9,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2012-09-05,,,,,,Probe/Sensor,Specific conductance,,,246.43,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2012-09-05,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,10.66,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2012-09-05,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,103.33,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2012-09-05,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,38.75,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2012-09-05,,,,,,Probe/Sensor,pH,,,8.22,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2012-09-05,,,,,,Probe/Sensor,Salinity,,,0.14,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Embarras River Mouth,58.6776524,-111.0468576,NAD27,River/Stream,Embarras River,Field Msr/Obs-Portable Data Logger,Surface water,2012-09-05,,,,,,Probe/Sensor,"Temperature, water",,,16.4,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Athabasca Chipewyan First Nation - Community Based Monitoring Program,,Goose Island Channel,58.669596,-110.870285,NAD27,River/Stream,Athabasca River,Field Msr/Obs-Portable Data Logger,Surface water,2012-09-05,,,,,,Probe/Sensor,Specific conductance,,,229.53,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
